L1,Subject,Region,Word,Time,Sentence,Case,Order,Reflexive,Predicate,Binding
Japanese,5,6,???,296,52,R,30,Relative S2,Subject,FALSE
Japanese,5,7,?,345,52,R,30,Relative S2,Subject,FALSE
Japanese,5,8,TF,900,52,R,30,Relative S2,Subject,FALSE
Japanese,6,1,???,506,52,R,44,Relative S2,Subject,FALSE
Japanese,6,2,???,758,52,R,44,Relative S2,Subject,FALSE
Japanese,6,3,??,509,52,R,44,Relative S2,Subject,FALSE
Japanese,6,4,???,378,52,R,44,Relative S2,Subject,FALSE
Japanese,6,5,??,1289,52,R,44,Relative S2,Subject,FALSE
Japanese,6,6,???,528,52,R,44,Relative S2,Subject,FALSE
Japanese,6,7,?,508,52,R,44,Relative S2,Subject,FALSE
Japanese,6,8,TF,1416,52,R,44,Relative S2,Subject,FALSE
Japanese,7,1,???,403,52,R,4,Relative S2,Subject,FALSE
Japanese,7,2,???,366,52,R,4,Relative S2,Subject,FALSE
Japanese,7,3,??,475,52,R,4,Relative S2,Subject,FALSE
Japanese,7,4,???,555,52,R,4,Relative S2,Subject,FALSE
Japanese,7,5,??,366,52,R,4,Relative S2,Subject,FALSE
Japanese,7,6,???,395,52,R,4,Relative S2,Subject,FALSE
Japanese,7,7,?,346,52,R,4,Relative S2,Subject,FALSE
Japanese,7,8,TF,663,52,R,4,Relative S2,Subject,FALSE
Japanese,8,1,???,774,52,R,31,Relative S2,Subject,FALSE
Japanese,8,2,???,696,52,R,31,Relative S2,Subject,FALSE
Japanese,8,3,??,467,52,R,31,Relative S2,Subject,FALSE
Japanese,8,4,???,846,52,R,31,Relative S2,Subject,FALSE
Japanese,8,5,??,386,52,R,31,Relative S2,Subject,FALSE
Japanese,8,6,???,2054,52,R,31,Relative S2,Subject,FALSE
Japanese,8,7,?,426,52,R,31,Relative S2,Subject,FALSE
Japanese,8,8,TF,1862,52,R,31,Relative S2,Subject,FALSE
Japanese,9,1,???,527,52,R,58,Relative S2,Subject,FALSE
Japanese,9,2,???,799,52,R,58,Relative S2,Subject,FALSE
Japanese,9,3,??,389,52,R,58,Relative S2,Subject,FALSE
Japanese,9,4,???,298,52,R,58,Relative S2,Subject,FALSE
Japanese,9,5,??,488,52,R,58,Relative S2,Subject,FALSE
Japanese,9,6,???,288,52,R,58,Relative S2,Subject,FALSE
Japanese,9,7,?,369,52,R,58,Relative S2,Subject,FALSE
Japanese,9,8,TF,296,52,R,58,Relative S2,Subject,FALSE
Japanese,10,1,???,443,52,R,42,Relative S2,Subject,FALSE
Japanese,10,2,???,395,52,R,42,Relative S2,Subject,FALSE
Japanese,10,3,??,465,52,R,42,Relative S2,Subject,FALSE
Japanese,10,4,???,673,52,R,42,Relative S2,Subject,FALSE
Japanese,10,5,??,356,52,R,42,Relative S2,Subject,FALSE
Japanese,10,6,???,365,52,R,42,Relative S2,Subject,FALSE
Japanese,10,7,?,465,52,R,42,Relative S2,Subject,FALSE
Japanese,10,8,TF,593,52,R,42,Relative S2,Subject,FALSE
Japanese,17,1,???,550,52,R,32,Relative S2,Subject,FALSE
Japanese,17,2,???,682,52,R,32,Relative S2,Subject,FALSE
Japanese,17,3,??,443,52,R,32,Relative S2,Subject,FALSE
Japanese,17,4,???,810,52,R,32,Relative S2,Subject,FALSE
Japanese,17,5,??,1325,52,R,32,Relative S2,Subject,FALSE
Japanese,17,6,???,473,52,R,32,Relative S2,Subject,FALSE
Japanese,17,7,?,414,52,R,32,Relative S2,Subject,FALSE
Japanese,17,8,TF,1173,52,R,32,Relative S2,Subject,FALSE
Japanese,18,1,???,362,52,R,30,Relative S2,Subject,FALSE
Japanese,18,2,???,413,52,R,30,Relative S2,Subject,FALSE
Japanese,18,3,??,455,52,R,30,Relative S2,Subject,FALSE
Japanese,18,4,???,797,52,R,30,Relative S2,Subject,FALSE
Japanese,18,5,??,254,52,R,30,Relative S2,Subject,FALSE
Japanese,18,6,???,858,52,R,30,Relative S2,Subject,FALSE
Japanese,18,7,?,413,52,R,30,Relative S2,Subject,FALSE
Japanese,18,8,TF,550,52,R,30,Relative S2,Subject,FALSE
Japanese,19,1,???,355,52,R,54,Relative S2,Subject,FALSE
Japanese,19,2,???,437,52,R,54,Relative S2,Subject,FALSE
Japanese,19,3,??,466,52,R,54,Relative S2,Subject,FALSE
Japanese,19,4,???,337,52,R,54,Relative S2,Subject,FALSE
Japanese,19,5,??,407,52,R,54,Relative S2,Subject,FALSE
Japanese,19,6,???,606,52,R,54,Relative S2,Subject,FALSE
Japanese,19,7,?,337,52,R,54,Relative S2,Subject,FALSE
Japanese,19,8,TF,245,52,R,54,Relative S2,Subject,FALSE
Japanese,20,1,???,195,52,R,31,Relative S2,Subject,FALSE
Japanese,20,2,???,207,52,R,31,Relative S2,Subject,FALSE
Japanese,20,3,??,208,52,R,31,Relative S2,Subject,FALSE
Japanese,20,4,???,217,52,R,31,Relative S2,Subject,FALSE
Japanese,20,5,??,517,52,R,31,Relative S2,Subject,FALSE
Japanese,20,6,???,507,52,R,31,Relative S2,Subject,FALSE
Japanese,20,7,?,297,52,R,31,Relative S2,Subject,FALSE
Japanese,20,8,TF,675,52,R,31,Relative S2,Subject,FALSE
Japanese,21,1,???,406,52,R,43,Relative S2,Subject,FALSE
Japanese,21,2,???,398,52,R,43,Relative S2,Subject,FALSE
Japanese,21,3,??,389,52,R,43,Relative S2,Subject,FALSE
Japanese,21,4,???,288,52,R,43,Relative S2,Subject,FALSE
Japanese,21,5,??,469,52,R,43,Relative S2,Subject,FALSE
Japanese,21,6,???,449,52,R,43,Relative S2,Subject,FALSE
Japanese,21,7,?,399,52,R,43,Relative S2,Subject,FALSE
Japanese,21,8,TF,1239,52,R,43,Relative S2,Subject,FALSE
Japanese,11,1,???,730,52,R,60,Relative S2,Subject,FALSE
Japanese,11,2,???,485,52,R,60,Relative S2,Subject,FALSE
Japanese,11,3,??,385,52,R,60,Relative S2,Subject,FALSE
Japanese,11,4,???,802,52,R,60,Relative S2,Subject,FALSE
Japanese,11,5,??,365,52,R,60,Relative S2,Subject,FALSE
Japanese,11,6,???,316,52,R,60,Relative S2,Subject,FALSE
Japanese,11,7,?,455,52,R,60,Relative S2,Subject,FALSE
Japanese,11,8,TF,1675,52,R,60,Relative S2,Subject,FALSE
Japanese,12,1,???,1157,52,R,49,Relative S2,Subject,FALSE
Japanese,12,2,???,603,52,R,49,Relative S2,Subject,FALSE
Japanese,12,3,??,454,52,R,49,Relative S2,Subject,FALSE
Japanese,12,4,???,931,52,R,49,Relative S2,Subject,FALSE
Japanese,12,5,??,554,52,R,49,Relative S2,Subject,FALSE
Japanese,12,6,???,881,52,R,49,Relative S2,Subject,FALSE
Japanese,12,7,?,693,52,R,49,Relative S2,Subject,FALSE
Japanese,12,8,TF,1068,52,R,49,Relative S2,Subject,FALSE
Japanese,13,1,???,403,52,R,19,Relative S2,Subject,FALSE
Japanese,13,2,???,414,52,R,19,Relative S2,Subject,FALSE
Japanese,13,3,??,396,52,R,19,Relative S2,Subject,FALSE
Japanese,13,4,???,405,52,R,19,Relative S2,Subject,FALSE
Japanese,13,5,??,474,52,R,19,Relative S2,Subject,FALSE
Japanese,13,6,???,733,52,R,19,Relative S2,Subject,FALSE
Japanese,13,7,?,1001,52,R,19,Relative S2,Subject,FALSE
Japanese,13,8,TF,414,52,R,19,Relative S2,Subject,FALSE
Japanese,14,1,???,517,52,R,16,Relative S2,Subject,FALSE
Japanese,14,2,???,770,52,R,16,Relative S2,Subject,FALSE
Japanese,14,3,??,600,52,R,16,Relative S2,Subject,FALSE
Japanese,14,4,???,719,52,R,16,Relative S2,Subject,FALSE
Japanese,14,5,??,831,52,R,16,Relative S2,Subject,FALSE
Japanese,14,6,???,690,52,R,16,Relative S2,Subject,FALSE
Japanese,14,7,?,600,52,R,16,Relative S2,Subject,FALSE
Japanese,14,8,TF,1020,52,R,16,Relative S2,Subject,FALSE
Japanese,15,1,???,646,52,R,16,Relative S2,Subject,FALSE
Japanese,15,2,???,1150,52,R,16,Relative S2,Subject,FALSE
Japanese,15,3,??,525,52,R,16,Relative S2,Subject,FALSE
Japanese,15,4,???,907,52,R,16,Relative S2,Subject,FALSE
Japanese,15,5,??,2278,52,R,16,Relative S2,Subject,FALSE
Japanese,15,6,???,2567,52,R,16,Relative S2,Subject,FALSE
Japanese,15,7,?,488,52,R,16,Relative S2,Subject,FALSE
Japanese,15,8,TF,1566,52,R,16,Relative S2,Subject,FALSE
Japanese,16,1,???,371,52,R,24,Relative S2,Subject,FALSE
Japanese,16,2,???,413,52,R,24,Relative S2,Subject,FALSE
Japanese,16,3,??,423,52,R,24,Relative S2,Subject,FALSE
Japanese,16,4,???,363,52,R,24,Relative S2,Subject,FALSE
Japanese,16,5,??,1165,52,R,24,Relative S2,Subject,FALSE
Japanese,16,6,???,552,52,R,24,Relative S2,Subject,FALSE
Japanese,16,7,?,552,52,R,24,Relative S2,Subject,FALSE
Japanese,16,8,TF,847,52,R,24,Relative S2,Subject,FALSE
Japanese,1,1,???,434,54,R,27,Relative O1,Object,TRUE
Japanese,1,2,???,319,54,R,27,Relative O1,Object,TRUE
Japanese,1,3,???,459,54,R,27,Relative O1,Object,TRUE
Japanese,1,4,???,539,54,R,27,Relative O1,Object,TRUE
Japanese,1,5,???,469,54,R,27,Relative O1,Object,TRUE
Japanese,1,6,?,740,54,R,27,Relative O1,Object,TRUE
Japanese,1,7,TF,944,54,R,27,Relative O1,Object,TRUE
Japanese,2,1,???,656,54,R,44,Relative O1,Object,TRUE
Japanese,2,2,???,519,54,R,44,Relative O1,Object,TRUE
Japanese,2,3,???,579,54,R,44,Relative O1,Object,TRUE
Japanese,2,4,???,1561,54,R,44,Relative O1,Object,TRUE
Japanese,2,5,???,1541,54,R,44,Relative O1,Object,TRUE
Japanese,2,6,?,1200,54,R,44,Relative O1,Object,TRUE
Japanese,2,7,TF,1359,54,R,44,Relative O1,Object,TRUE
Japanese,3,1,???,530,54,R,25,Relative O1,Object,TRUE
Japanese,3,2,???,535,54,R,25,Relative O1,Object,TRUE
Japanese,3,3,???,515,54,R,25,Relative O1,Object,TRUE
Japanese,3,4,???,812,54,R,25,Relative O1,Object,TRUE
Japanese,3,5,???,1171,54,R,25,Relative O1,Object,TRUE
Japanese,3,6,?,911,54,R,25,Relative O1,Object,TRUE
Japanese,3,7,TF,1100,54,R,25,Relative O1,Object,TRUE
Japanese,4,1,???,841,54,R,40,Relative O1,Object,TRUE
Japanese,4,2,???,724,54,R,40,Relative O1,Object,TRUE
Japanese,4,3,???,734,54,R,40,Relative O1,Object,TRUE
Japanese,4,4,???,654,54,R,40,Relative O1,Object,TRUE
Japanese,4,5,???,684,54,R,40,Relative O1,Object,TRUE
Japanese,4,6,?,266,54,R,40,Relative O1,Object,TRUE
Japanese,4,7,TF,682,54,R,40,Relative O1,Object,TRUE
Japanese,5,1,???,561,54,R,21,Relative O1,Object,TRUE
Japanese,5,2,???,563,54,R,21,Relative O1,Object,TRUE
Japanese,5,3,???,464,54,R,21,Relative O1,Object,TRUE
Japanese,5,4,???,614,54,R,21,Relative O1,Object,TRUE
Japanese,5,5,???,1098,54,R,21,Relative O1,Object,TRUE
Japanese,5,6,?,365,54,R,21,Relative O1,Object,TRUE
Japanese,5,7,TF,1098,54,R,21,Relative O1,Object,TRUE
Japanese,6,1,???,595,54,R,56,Relative O1,Object,TRUE
Japanese,6,2,???,569,54,R,56,Relative O1,Object,TRUE
Japanese,6,3,???,658,54,R,56,Relative O1,Object,TRUE
Japanese,6,4,???,488,54,R,56,Relative O1,Object,TRUE
Japanese,6,5,???,699,54,R,56,Relative O1,Object,TRUE
Japanese,6,6,?,538,54,R,56,Relative O1,Object,TRUE
Japanese,6,7,TF,1016,54,R,56,Relative O1,Object,TRUE
Japanese,7,1,???,403,54,R,53,Relative O1,Object,TRUE
Japanese,7,2,???,376,54,R,53,Relative O1,Object,TRUE
Japanese,7,3,???,375,54,R,53,Relative O1,Object,TRUE
Japanese,7,4,???,355,54,R,53,Relative O1,Object,TRUE
Japanese,7,5,???,267,54,R,53,Relative O1,Object,TRUE
Japanese,7,6,?,236,54,R,53,Relative O1,Object,TRUE
Japanese,7,7,TF,583,54,R,53,Relative O1,Object,TRUE
Japanese,8,1,???,663,54,R,4,Relative O1,Object,TRUE
Japanese,8,2,???,476,54,R,4,Relative O1,Object,TRUE
Japanese,8,3,???,526,54,R,4,Relative O1,Object,TRUE
Japanese,8,4,???,2418,54,R,4,Relative O1,Object,TRUE
Japanese,8,5,???,675,54,R,4,Relative O1,Object,TRUE
Japanese,8,6,?,2608,54,R,4,Relative O1,Object,TRUE
Japanese,8,7,TF,2339,54,R,4,Relative O1,Object,TRUE
Japanese,9,1,???,386,54,R,37,Relative O1,Object,TRUE
Japanese,9,2,???,418,54,R,37,Relative O1,Object,TRUE
Japanese,9,3,???,438,54,R,37,Relative O1,Object,TRUE
Japanese,9,4,???,398,54,R,37,Relative O1,Object,TRUE
Japanese,9,5,???,388,54,R,37,Relative O1,Object,TRUE
Japanese,9,6,?,1400,54,R,37,Relative O1,Object,TRUE
Japanese,9,7,TF,2670,54,R,37,Relative O1,Object,TRUE
Japanese,10,1,???,631,54,R,33,Relative O1,Object,TRUE
Japanese,10,2,???,613,54,R,33,Relative O1,Object,TRUE
Japanese,10,3,???,464,54,R,33,Relative O1,Object,TRUE
Japanese,10,4,???,524,54,R,33,Relative O1,Object,TRUE
Japanese,10,5,???,573,54,R,33,Relative O1,Object,TRUE
Japanese,10,6,?,455,54,R,33,Relative O1,Object,TRUE
Japanese,10,7,TF,2320,54,R,33,Relative O1,Object,TRUE
Japanese,17,1,???,507,54,R,34,Relative O1,Object,TRUE
Japanese,17,2,???,592,54,R,34,Relative O1,Object,TRUE
Japanese,17,3,???,612,54,R,34,Relative O1,Object,TRUE
Japanese,17,4,???,681,54,R,34,Relative O1,Object,TRUE
Japanese,17,5,???,483,54,R,34,Relative O1,Object,TRUE
Japanese,17,6,?,4703,54,R,34,Relative O1,Object,TRUE
Japanese,17,7,TF,2404,54,R,34,Relative O1,Object,TRUE
Japanese,18,1,???,460,54,R,38,Relative O1,Object,TRUE
Japanese,18,2,???,424,54,R,38,Relative O1,Object,TRUE
Japanese,18,3,???,52,54,R,38,Relative O1,Object,TRUE
Japanese,18,4,???,353,54,R,38,Relative O1,Object,TRUE
Japanese,18,5,???,314,54,R,38,Relative O1,Object,TRUE
Japanese,18,6,?,1473,54,R,38,Relative O1,Object,TRUE
Japanese,18,7,TF,1164,54,R,38,Relative O1,Object,TRUE
Japanese,19,1,???,464,54,R,9,Relative O1,Object,TRUE
Japanese,19,2,???,425,54,R,9,Relative O1,Object,TRUE
Japanese,19,3,???,672,54,R,9,Relative O1,Object,TRUE
Japanese,19,4,???,473,54,R,9,Relative O1,Object,TRUE
Japanese,19,5,???,385,54,R,9,Relative O1,Object,TRUE
Japanese,19,6,?,2469,54,R,9,Relative O1,Object,TRUE
Japanese,19,7,TF,482,54,R,9,Relative O1,Object,TRUE
Japanese,20,1,???,245,54,R,45,Relative O1,Object,TRUE
Japanese,20,2,???,208,54,R,45,Relative O1,Object,TRUE
Japanese,20,3,???,267,54,R,45,Relative O1,Object,TRUE
Japanese,20,4,???,397,54,R,45,Relative O1,Object,TRUE
Japanese,20,5,???,327,54,R,45,Relative O1,Object,TRUE
Japanese,20,6,?,218,54,R,45,Relative O1,Object,TRUE
Japanese,20,7,TF,2566,54,R,45,Relative O1,Object,TRUE
Japanese,21,1,???,346,54,R,40,Relative O1,Object,TRUE
Japanese,21,2,???,397,54,R,40,Relative O1,Object,TRUE
Japanese,21,3,???,339,54,R,40,Relative O1,Object,TRUE
Japanese,21,4,???,338,54,R,40,Relative O1,Object,TRUE
Japanese,21,5,???,369,54,R,40,Relative O1,Object,TRUE
Japanese,21,6,?,4576,54,R,40,Relative O1,Object,TRUE
Japanese,21,7,TF,1229,54,R,40,Relative O1,Object,TRUE
Japanese,11,1,???,466,54,R,11,Relative O1,Object,TRUE
Japanese,11,2,???,409,54,R,11,Relative O1,Object,TRUE
Japanese,11,3,???,749,54,R,11,Relative O1,Object,TRUE
Japanese,11,4,???,689,54,R,11,Relative O1,Object,TRUE
Japanese,11,5,???,1361,54,R,11,Relative O1,Object,TRUE
Japanese,11,6,?,329,54,R,11,Relative O1,Object,TRUE
Japanese,11,7,TF,2122,54,R,11,Relative O1,Object,TRUE
Japanese,12,1,???,610,54,R,30,Relative O1,Object,TRUE
Japanese,12,2,???,453,54,R,30,Relative O1,Object,TRUE
Japanese,12,3,???,493,54,R,30,Relative O1,Object,TRUE
Japanese,12,4,???,325,54,R,30,Relative O1,Object,TRUE
Japanese,12,5,???,830,54,R,30,Relative O1,Object,TRUE
Japanese,12,6,?,791,54,R,30,Relative O1,Object,TRUE
Japanese,12,7,TF,1175,54,R,30,Relative O1,Object,TRUE
Japanese,13,1,???,333,54,R,17,Relative O1,Object,TRUE
Japanese,13,2,???,375,54,R,17,Relative O1,Object,TRUE
Japanese,13,3,???,345,54,R,17,Relative O1,Object,TRUE
Japanese,13,4,???,405,54,R,17,Relative O1,Object,TRUE
Japanese,13,5,???,444,54,R,17,Relative O1,Object,TRUE
Japanese,13,6,?,1676,54,R,17,Relative O1,Object,TRUE
Japanese,13,7,TF,1178,54,R,17,Relative O1,Object,TRUE
Japanese,14,1,???,546,54,R,6,Relative O1,Object,TRUE
Japanese,14,2,???,498,54,R,6,Relative O1,Object,TRUE
Japanese,14,3,???,588,54,R,6,Relative O1,Object,TRUE
Japanese,14,4,???,478,54,R,6,Relative O1,Object,TRUE
Japanese,14,5,???,4218,54,R,6,Relative O1,Object,TRUE
Japanese,14,6,?,498,54,R,6,Relative O1,Object,TRUE
Japanese,14,7,TF,11630,54,R,6,Relative O1,Object,TRUE
Japanese,15,1,???,545,54,R,34,Relative O1,Object,TRUE
Japanese,15,2,???,919,54,R,34,Relative O1,Object,TRUE
Japanese,15,3,???,558,54,R,34,Relative O1,Object,TRUE
Japanese,15,4,???,968,54,R,34,Relative O1,Object,TRUE
Japanese,15,5,???,9045,54,R,34,Relative O1,Object,TRUE
Japanese,15,6,?,678,54,R,34,Relative O1,Object,TRUE
Japanese,15,7,TF,2408,54,R,34,Relative O1,Object,TRUE
Japanese,16,1,???,392,54,R,53,Relative O1,Object,TRUE
Japanese,16,2,???,432,54,R,53,Relative O1,Object,TRUE
Japanese,16,3,???,464,54,R,53,Relative O1,Object,TRUE
Japanese,16,4,???,394,54,R,53,Relative O1,Object,TRUE
Japanese,16,5,???,365,54,R,53,Relative O1,Object,TRUE
Japanese,16,6,?,464,54,R,53,Relative O1,Object,TRUE
Japanese,16,7,TF,859,54,R,53,Relative O1,Object,TRUE
Japanese,1,1,???,434,56,R,17,Relative O2,Object,FALSE
Japanese,1,2,???,419,56,R,17,Relative O2,Object,FALSE
Japanese,1,3,???,429,56,R,17,Relative O2,Object,FALSE
Japanese,1,4,?????,429,56,R,17,Relative O2,Object,FALSE
Japanese,1,5,???,379,56,R,17,Relative O2,Object,FALSE
Japanese,1,6,?,600,56,R,17,Relative O2,Object,FALSE
Japanese,1,7,TF,382,56,R,17,Relative O2,Object,FALSE
Japanese,2,1,???,624,56,R,1,Relative O2,Object,FALSE
Japanese,2,2,???,497,56,R,1,Relative O2,Object,FALSE
Japanese,2,3,???,837,56,R,1,Relative O2,Object,FALSE
Japanese,2,4,?????,486,56,R,1,Relative O2,Object,FALSE
Japanese,2,5,???,556,56,R,1,Relative O2,Object,FALSE
Japanese,2,6,?,427,56,R,1,Relative O2,Object,FALSE
Japanese,2,7,TF,1253,56,R,1,Relative O2,Object,FALSE
Japanese,3,1,???,492,56,R,54,Relative O2,Object,FALSE
Japanese,3,2,???,405,56,R,54,Relative O2,Object,FALSE
Japanese,3,3,???,803,56,R,54,Relative O2,Object,FALSE
Japanese,3,4,?????,306,56,R,54,Relative O2,Object,FALSE
Japanese,3,5,???,604,56,R,54,Relative O2,Object,FALSE
Japanese,3,6,?,693,56,R,54,Relative O2,Object,FALSE
Japanese,3,7,TF,17582,56,R,54,Relative O2,Object,FALSE
Japanese,4,1,???,2362,56,R,46,Relative O2,Object,FALSE
Japanese,4,2,???,803,56,R,46,Relative O2,Object,FALSE
Japanese,4,3,???,415,56,R,46,Relative O2,Object,FALSE
Japanese,4,4,?????,624,56,R,46,Relative O2,Object,FALSE
Japanese,4,5,???,445,56,R,46,Relative O2,Object,FALSE
Japanese,4,6,?,494,56,R,46,Relative O2,Object,FALSE
Japanese,4,7,TF,9406,56,R,46,Relative O2,Object,FALSE
Japanese,5,1,???,413,56,R,56,Relative O2,Object,FALSE
Japanese,5,2,???,524,56,R,56,Relative O2,Object,FALSE
Japanese,5,3,???,634,56,R,56,Relative O2,Object,FALSE
Japanese,5,4,?????,326,56,R,56,Relative O2,Object,FALSE
Japanese,5,5,???,326,56,R,56,Relative O2,Object,FALSE
Japanese,5,6,?,356,56,R,56,Relative O2,Object,FALSE
Japanese,5,7,TF,960,56,R,56,Relative O2,Object,FALSE
Japanese,6,1,???,536,56,R,42,Relative O2,Object,FALSE
Japanese,6,2,???,548,56,R,42,Relative O2,Object,FALSE
Japanese,6,3,???,718,56,R,42,Relative O2,Object,FALSE
Japanese,6,4,?????,578,56,R,42,Relative O2,Object,FALSE
Japanese,6,5,???,438,56,R,42,Relative O2,Object,FALSE
Japanese,6,6,?,328,56,R,42,Relative O2,Object,FALSE
Japanese,6,7,TF,1106,56,R,42,Relative O2,Object,FALSE
Japanese,7,1,???,513,56,R,29,Relative O2,Object,FALSE
Japanese,7,2,???,455,56,R,29,Relative O2,Object,FALSE
Japanese,7,3,???,405,56,R,29,Relative O2,Object,FALSE
Japanese,7,4,?????,336,56,R,29,Relative O2,Object,FALSE
Japanese,7,5,???,227,56,R,29,Relative O2,Object,FALSE
Japanese,7,6,?,256,56,R,29,Relative O2,Object,FALSE
Japanese,7,7,TF,355,56,R,29,Relative O2,Object,FALSE
Japanese,8,1,???,664,56,R,37,Relative O2,Object,FALSE
Japanese,8,2,???,497,56,R,37,Relative O2,Object,FALSE
Japanese,8,3,???,466,56,R,37,Relative O2,Object,FALSE
Japanese,8,4,?????,406,56,R,37,Relative O2,Object,FALSE
Japanese,8,5,???,327,56,R,37,Relative O2,Object,FALSE
Japanese,8,6,?,278,56,R,37,Relative O2,Object,FALSE
Japanese,8,7,TF,2022,56,R,37,Relative O2,Object,FALSE
Japanese,9,1,???,496,56,R,54,Relative O2,Object,FALSE
Japanese,9,2,???,569,56,R,54,Relative O2,Object,FALSE
Japanese,9,3,???,488,56,R,54,Relative O2,Object,FALSE
Japanese,9,4,?????,449,56,R,54,Relative O2,Object,FALSE
Japanese,9,5,???,348,56,R,54,Relative O2,Object,FALSE
Japanese,9,6,?,289,56,R,54,Relative O2,Object,FALSE
Japanese,9,7,TF,347,56,R,54,Relative O2,Object,FALSE
Japanese,10,1,???,467,56,R,19,Relative O2,Object,FALSE
Japanese,10,2,???,1743,56,R,19,Relative O2,Object,FALSE
Japanese,10,3,???,509,56,R,19,Relative O2,Object,FALSE
Japanese,10,4,?????,690,56,R,19,Relative O2,Object,FALSE
Japanese,10,5,???,519,56,R,19,Relative O2,Object,FALSE
Japanese,10,6,?,379,56,R,19,Relative O2,Object,FALSE
Japanese,10,7,TF,958,56,R,19,Relative O2,Object,FALSE
Japanese,17,1,???,766,56,R,6,Relative O2,Object,FALSE
Japanese,17,2,???,1064,56,R,6,Relative O2,Object,FALSE
Japanese,17,3,???,926,56,R,6,Relative O2,Object,FALSE
Japanese,17,4,?????,717,56,R,6,Relative O2,Object,FALSE
Japanese,17,5,???,1035,56,R,6,Relative O2,Object,FALSE
Japanese,17,6,?,611,56,R,6,Relative O2,Object,FALSE
Japanese,17,7,TF,1289,56,R,6,Relative O2,Object,FALSE
Japanese,18,1,???,479,56,R,17,Relative O2,Object,FALSE
Japanese,18,2,???,472,56,R,17,Relative O2,Object,FALSE
Japanese,18,3,???,679,56,R,17,Relative O2,Object,FALSE
Japanese,18,4,?????,294,56,R,17,Relative O2,Object,FALSE
Japanese,18,5,???,333,56,R,17,Relative O2,Object,FALSE
Japanese,18,6,?,334,56,R,17,Relative O2,Object,FALSE
Japanese,18,7,TF,836,56,R,17,Relative O2,Object,FALSE
Japanese,19,1,???,922,56,R,29,Relative O2,Object,FALSE
Japanese,19,2,???,347,56,R,29,Relative O2,Object,FALSE
Japanese,19,3,???,456,56,R,29,Relative O2,Object,FALSE
Japanese,19,4,?????,376,56,R,29,Relative O2,Object,FALSE
Japanese,19,5,???,386,56,R,29,Relative O2,Object,FALSE
Japanese,19,6,?,526,56,R,29,Relative O2,Object,FALSE
Japanese,19,7,TF,394,56,R,29,Relative O2,Object,FALSE
Japanese,20,1,???,555,56,R,52,Relative O2,Object,FALSE
Japanese,20,2,???,397,56,R,52,Relative O2,Object,FALSE
Japanese,20,3,???,328,56,R,52,Relative O2,Object,FALSE
Japanese,20,4,?????,388,56,R,52,Relative O2,Object,FALSE
Japanese,20,5,???,1388,56,R,52,Relative O2,Object,FALSE
Japanese,20,6,?,309,56,R,52,Relative O2,Object,FALSE
Japanese,20,7,TF,15550,56,R,52,Relative O2,Object,FALSE
Japanese,21,1,???,366,56,R,49,Relative O2,Object,FALSE
Japanese,21,2,???,409,56,R,49,Relative O2,Object,FALSE
Japanese,21,3,???,369,56,R,49,Relative O2,Object,FALSE
Japanese,21,4,?????,308,56,R,49,Relative O2,Object,FALSE
Japanese,21,5,???,209,56,R,49,Relative O2,Object,FALSE
Japanese,21,6,?,349,56,R,49,Relative O2,Object,FALSE
Japanese,21,7,TF,829,56,R,49,Relative O2,Object,FALSE
Japanese,11,1,???,650,56,R,39,Relative O2,Object,FALSE
Japanese,11,2,???,741,56,R,39,Relative O2,Object,FALSE
Japanese,11,3,???,782,56,R,39,Relative O2,Object,FALSE
Japanese,11,4,?????,325,56,R,39,Relative O2,Object,FALSE
Japanese,11,5,???,276,56,R,39,Relative O2,Object,FALSE
Japanese,11,6,?,434,56,R,39,Relative O2,Object,FALSE
Japanese,11,7,TF,1792,56,R,39,Relative O2,Object,FALSE
Japanese,12,1,???,559,56,R,8,Relative O2,Object,FALSE
Japanese,12,2,???,463,56,R,8,Relative O2,Object,FALSE
Japanese,12,3,???,631,56,R,8,Relative O2,Object,FALSE
Japanese,12,4,?????,314,56,R,8,Relative O2,Object,FALSE
Japanese,12,5,???,354,56,R,8,Relative O2,Object,FALSE
Japanese,12,6,?,364,56,R,8,Relative O2,Object,FALSE
Japanese,12,7,TF,857,56,R,8,Relative O2,Object,FALSE
Japanese,13,1,???,423,56,R,25,Relative O2,Object,FALSE
Japanese,13,2,???,405,56,R,25,Relative O2,Object,FALSE
Japanese,13,3,???,495,56,R,25,Relative O2,Object,FALSE
Japanese,13,4,?????,465,56,R,25,Relative O2,Object,FALSE
Japanese,13,5,???,1896,56,R,25,Relative O2,Object,FALSE
Japanese,13,6,?,1022,56,R,25,Relative O2,Object,FALSE
Japanese,13,7,TF,384,56,R,25,Relative O2,Object,FALSE
Japanese,14,1,???,771,56,R,32,Relative O2,Object,FALSE
Japanese,14,2,???,763,56,R,32,Relative O2,Object,FALSE
Japanese,14,3,???,843,56,R,32,Relative O2,Object,FALSE
Japanese,14,4,?????,773,56,R,32,Relative O2,Object,FALSE
Japanese,14,5,???,893,56,R,32,Relative O2,Object,FALSE
Japanese,14,6,?,763,56,R,32,Relative O2,Object,FALSE
Japanese,14,7,TF,1000,56,R,32,Relative O2,Object,FALSE
Japanese,15,1,???,506,56,R,41,Relative O2,Object,FALSE
Japanese,15,2,???,418,56,R,41,Relative O2,Object,FALSE
Japanese,15,3,???,568,56,R,41,Relative O2,Object,FALSE
